name,rating,price,URL,transactions,location,cuisine,id,review counts,num_id,comments,processed_comments,processed_cuisine,processed_transactions,bogs
Les Enfants de Boheme,4,low,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"restaurant_reservation, delivery", New York,French,qOomR3AwClOGpV1HdqOTFg,330,79,"Stopped in for happy hour while I waited for a friend. The space inside is cozy and dimly lit. Perfect for a date night spot! Happy hour included two cocktails. No wine was included on their happy hour menu which I was disappointed about. I loved the red wine I ordered (sadly I don't remember the name). Carlos was the bartender and he was great! Really accommodating and speedy with his service. I ordered the spinach artichoke dip which was delicious; came out piping hot with half a baguette. Overall, I'd definitely stop back!",Stopped happy hour I wait friend The space inside cozy dimly lit Perfect date night spot Happy hour include two cocktail No wine include happy hour menu I disappoint I love red wine I order sadly I remember name Carlos bartender great Really accommodate speedy service I order spinach artichoke dip delicious come pip hot half baguette Overall I definitely stop back,French,delivery,French Stopped happy hour I wait friend The space inside cozy dimly lit Perfect date night spot Happy hour include two cocktail No wine include happy hour menu I disappoint I love red wine I order sadly I remember name Carlos bartender great Really accommodate speedy service I order spinach artichoke dip delicious come pip hot half baguette Overall I definitely stop back delivery
Coppelia,1,low,https://www.yelp.com/biz/coppelia-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Cuban,vgg1dvDP-9tFWSacN4q0nA,1517,80,"I haven't been here since pre Covid. So happy they're still around, a staple for this neighborhood. What I love about them is their consistency and service. Definitely try them out for food or lunch. It's kind giving Latin diner vibes, but unique as the food is actually good as are the drinks.",I since pre Covid So happy still around staple neighborhood What I love consistency service Definitely try food lunch It kind give Latin diner vibe unique food actually good drink,Cuban,delivery pickup,Cuban I since pre Covid So happy still around staple neighborhood What I love consistency service Definitely try food lunch It kind give Latin diner vibe unique food actually good drink delivery pickup
Okonomi,4,low,https://www.yelp.com/biz/okonomi-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Japanese,7OMGEtFWT6sdd9TVuoGqJQ,510,81,I would eat here every morning if I could. They have a omakase-style breakfast menu here of very well-executed dishes. You can really tell everything is made with so much care! They allowed us to pick our main protein dish which will vary based on what their fresh ingredients look like that morning. I picked hamachi belly and it was incredibly delicious.,I would eat every morning I could They breakfast menu dish You really tell everything make much care They allow u pick main protein dish vary base fresh ingredient look like morning I pick hamachi belly incredibly delicious,Japanese,delivery pickup,Japanese I would eat every morning I could They breakfast menu dish You really tell everything make much care They allow u pick main protein dish vary base fresh ingredient look like morning I pick hamachi belly incredibly delicious delivery pickup
Red Feather,4,low,https://www.yelp.com/biz/red-feather-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,American (New),NdfAypZmyfJk-nJIPaSx_g,86,82,"Came here as a group of 8 to celebrate a birthday dinner and was really impressed by both the service and the food! To start, we shared the garlic milk bread which was so warm and buttery (but kind of difficult to split, if you come here with a group of people get the bread rolls instead). Then we had the steak, crispy pork belly, fried rice, rose udon, and a spicy garlic shrimp dish that I didn't photograph because it was eaten up too quickly. I'm often wary of Asian-fusion places, but this restaurant far exceeded my expectations. For dessert, we shared the ube lava cake and agreed it is one of the best desserts we have had in NYC. Would 100% come back here in the future!",Came group celebrate birthday dinner really impress service food To start share garlic milk bread warm buttery kind difficult split come group people get bread roll instead Then steak crispy pork belly fried rice rise udon spicy garlic shrimp dish I photograph eat quickly I often wary place restaurant far exceed expectation For dessert share ube lava cake agree one best dessert NYC Would come back future,American New,pickup delivery,American New Came group celebrate birthday dinner really impress service food To start share garlic milk bread warm buttery kind difficult split come group people get bread roll instead Then steak crispy pork belly fried rice rise udon spicy garlic shrimp dish I photograph eat quickly I often wary place restaurant far exceed expectation For dessert share ube lava cake agree one best dessert NYC Would come back future pickup delivery
Blue Willow 夜来湘,5,low,https://www.yelp.com/biz/blue-willow-%E5%A4%9C%E6%9D%A5%E6%B9%98-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Szechuan,XsXLVWr1UZWVhKThNvNiaA,846,83,"Very good taste and spacious outdoor sitting. Make sure you can handle spicy or ask them for mild spicy, because it's truly authentic Hunan style!!",Very good taste spacious outdoor sit Make sure handle spicy ask mild spicy truly authentic Hunan style,Szechuan,delivery pickup,Szechuan Very good taste spacious outdoor sit Make sure handle spicy ask mild spicy truly authentic Hunan style delivery pickup
Shanghai 21,5,low,https://www.yelp.com/biz/shanghai-21-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Shanghainese,R26zweQ8-xoZS7iHkXQOvw,1934,84,"We ate here after the Chinese New Year Parade and we didn't wait long to be sat. We had the salt and pepper squid and it was so yummy! Hot, crunchy, salty and peppery! The side of rice doesn't come with the entree but that's okay...the restaurant is nice and big and seats many tables. The servers were polite and I had a great time. Thank you Shanghai 21!",We eat Chinese New Year Parade wait long sit We salt pepper squid yummy Hot crunchy salty peppery The side rice come entree okay restaurant nice big seat many table The server polite I great time Thank Shanghai,Shanghainese,delivery pickup,Shanghainese We eat Chinese New Year Parade wait long sit We salt pepper squid yummy Hot crunchy salty peppery The side rice come entree okay restaurant nice big seat many table The server polite I great time Thank Shanghai delivery pickup
Le Petit Monstre,5,low,https://www.yelp.com/biz/le-petit-monstre-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Patisserie/Cake Shop,Wv6jzavopKvQT7RqeXttKA,51,85,"Delicious baked goods and really nice coffee shop vibe with all the plants and large and small tables. The almond whiskey croissant was amazing, as was the monkey bread",Delicious bake good really nice coffee shop vibe plant large small table The almond whiskey croissant amazing monkey bread,Shop,delivery pickup,Shop Delicious bake good really nice coffee shop vibe plant large small table The almond whiskey croissant amazing monkey bread delivery pickup
San Marzano Pasta Fresca,2,low,https://www.yelp.com/biz/san-marzano-pasta-fresca-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Italian,k5fd-RSdG4IuXnnGSQ5oOw,1504,86,Gabriella was so nice and patient and accommodating to us. Best service and food truly bottomless they don't let you see the bottom of your glass,Gabriella nice patient accommodate u Best service food truly bottomless let see bottom glass,Italian,delivery pickup,Italian Gabriella nice patient accommodate u Best service food truly bottomless let see bottom glass delivery pickup
Tokuyamatcha & Onigirazu Bar,4,popular-eats,https://www.yelp.com/biz/tokuyamatcha-and-onigirazu-bar-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Coffee & Tea,ipAsHykRvgJzpx5hD8vTJw,74,87,Spectacular drinks and the rice sanwiches were incredible. Cannot recommend this place enough. Yummy!,Spectacular drink rice sanwiches incredible Can recommend place enough Yummy,Coffee Tea,delivery pickup,Coffee Tea Spectacular drink rice sanwiches incredible Can recommend place enough Yummy delivery pickup
Colonia Verde,4,low,https://www.yelp.com/biz/colonia-verde-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Latin American,Pf3tk5fYN-GVxXWRokjIWg,231,88,Amazing food.   Great atmosphere.  Loved every dish.  Highly recommend it.   Best Yuca I've ever had.,Amazing food Great atmosphere Loved every dish Highly recommend Best Yuca I ever,Latin American,delivery pickup,Latin American Amazing food Great atmosphere Loved every dish Highly recommend Best Yuca I ever delivery pickup
Kalye Bistro,4,low,https://www.yelp.com/biz/kalye-bistro-woodside?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Woodside,Filipino,W6Y7-LYJtlKhm-0W0eOF_A,29,89,"mmm! I was influenced by a suggestion in the facebook group ""Eat Somewhere New in Queens"" to check out Kalye Bistro, and so I made my way to Woodside for lunch. I have not had many fliipino dishes before but was eager to try some stuff out! I ended up getting the pork sisig and garlic rice. I was a bit taken aback by the raw egg. But nonetheless, everything was delicious. I also didn't realize there were no vegetables in that meal at all until I was mostly done eating!!! LOL I'll just eat some for dinner then. I also tried the calamansi drink. If I'm in the area, I'd like to come back and order some different dishes so I can try more of them :)",mmm I influence suggestion facebook group Eat Somewhere New Queens check Kalye Bistro I make way Woodside lunch I many fliipino dish eager try stuff I end get pork sisig garlic rice I bit take aback raw egg But nonetheless everything delicious I also realize vegetable meal I mostly eating LOL I eat dinner I also try calamansi drink If I area I like come back order different dish I try,Filipino,delivery pickup,Filipino mmm I influence suggestion facebook group Eat Somewhere New Queens check Kalye Bistro I make way Woodside lunch I many fliipino dish eager try stuff I end get pork sisig garlic rice I bit take aback raw egg But nonetheless everything delicious I also realize vegetable meal I mostly eating LOL I eat dinner I also try calamansi drink If I area I like come back order different dish I try delivery pickup
Pommes Frites,4,popular-eats,https://www.yelp.com/biz/pommes-frites-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Belgian,uBGjcW-GuYy_qSvMykuISA,1102,90,"Great spot for Belgian style fries, but did you know they also make a pretty good poutine? Crispy fries sprinkled with cheese curds and covered in delicious gravy. The regular is $9.99 and the portion is huge.",Great spot Belgian style fry know also make pretty good poutine Crispy fry sprinkle cheese curd cover delicious gravy The regular portion huge,Belgian,delivery pickup,Belgian Great spot Belgian style fry know also make pretty good poutine Crispy fry sprinkle cheese curd cover delicious gravy The regular portion huge delivery pickup
Fishmarket II,5,low,https://www.yelp.com/biz/fishmarket-ii-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Malaysian,wcrra8bgoqXVcZpMM5fE1g,27,91,"This place is a hidden gem in the neighborhood, adding it to my fav Malaysian restaurant. Apparently this is the second location of the fish market in seaport location. The Nasi Lemak here is one of the best dishes I've had! Also the pork belly pot is so tasty, definitely will order again for comfort food. Stuffed eggplant is delicious for starter! Will come back again!",This place hidden gem neighborhood add fav Malaysian restaurant Apparently second location fish market seaport location The Nasi Lemak one best dish I Also pork belly pot tasty definitely order comfort food Stuffed eggplant delicious starter Will come back,Malaysian,delivery pickup,Malaysian This place hidden gem neighborhood add fav Malaysian restaurant Apparently second location fish market seaport location The Nasi Lemak one best dish I Also pork belly pot tasty definitely order comfort food Stuffed eggplant delicious starter Will come back delivery pickup
Good Thanks Cafe,4,low,https://www.yelp.com/biz/good-thanks-cafe-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Cafes,vZevXSC1w27dEvXc2EHCEg,364,92,Kimchi scrambled eggs for brunch always hit! The kimchi was fresh which was impressive..and believe me my standards for kimchi are high! The salmon was a little too salty but paired well with the bland avocado and bitter salad. This place combines the best of both worlds in having instagrammable aesthetic dishes and not being a tourist hot spot. It felt like a local spot and the servers were super friendly and quick. I haven't tried the acai bowls yet but they recommended them so heartily that I'm determined to order these next time!,Kimchi scramble egg brunch always hit The kimchi fresh impressive believe standard kimchi high The salmon little salty pair well bland avocado bitter salad This place combine best world instagrammable aesthetic dish tourist hot spot It felt like local spot server super friendly quick I try acai bowl yet recommend heartily I determine order next time,Cafes,pickup delivery,Cafes Kimchi scramble egg brunch always hit The kimchi fresh impressive believe standard kimchi high The salmon little salty pair well bland avocado bitter salad This place combine best world instagrammable aesthetic dish tourist hot spot It felt like local spot server super friendly quick I try acai bowl yet recommend heartily I determine order next time pickup delivery
Petite Patate,4,low,https://www.yelp.com/biz/petite-patate-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,French,TivnXoTHWVUCt-O8eHxr1w,7,93,"When Greg Baxstrom first opened Olmsted, he intended it to be a neighborhood restaurant, but (lucky for him but not for us), it succeeded so well that it was impossible to get in.  This latest venture may finally be the homey local yet high-end restaurant that we need.  Only in its second week, the food and service are up to the high standards we expect from this group.  Started with Fried Cornichons and Escargots en Croute, then Mussels a la Bouillabaisse (with side of Duck Fat Fried Potatoes) and Coq au Vin Cavatelli, and finished with Profiteroles, of course.  Perfect, from start to finish!",When Greg Baxstrom first open Olmsted intend neighborhood restaurant lucky u succeed well impossible get This latest venture may finally homey local yet restaurant need Only second week food service high standard expect group Started Fried Cornichons Escargots en Croute Mussels la Bouillabaisse side Duck Fat Fried Potatoes Coq au Vin Cavatelli finish Profiteroles course Perfect start finish,French,,French When Greg Baxstrom first open Olmsted intend neighborhood restaurant lucky u succeed well impossible get This latest venture may finally homey local yet restaurant need Only second week food service high standard expect group Started Fried Cornichons Escargots en Croute Mussels la Bouillabaisse side Duck Fat Fried Potatoes Coq au Vin Cavatelli finish Profiteroles course Perfect start finish 
Bacàn,1,low,https://www.yelp.com/biz/bac%C3%A0n-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,Italian,v8G2Tik6eXhS63Es_4sveA,33,94,"Had a great meal here with a friend! I think this would be a great date spot, the chairs were super comfy, the lighting was perfect for a date and felt intimate. My one complaint was the table next to us was a group of 5 and they were taking photos of each other all night with the flash on and were SO loud but that is certainly not the fault of the restaurant - did make me think it could be a good group dinner spot as well. We had the charcuterie board but with no meat, I imagine the meat would have been nice but friend was a vegetarian. Also got the pesto pasta with nice thick noodles that I LOVED the cook and texture of it. We also got the pistachio dessert that was so unexpectedly amazing, I wasn't sure what to expect but it was almost like a thick pudding pistachio bottom with a moist cake on top I think that might have been my fav dish of the night!",Had great meal friend I think would great date spot chair super comfy lighting perfect date felt intimate My one complaint table next u group take photo night flash SO loud certainly fault restaurant make think could good group dinner spot well We charcuterie board meat I imagine meat would nice friend vegetarian Also get pesto pasta nice thick noodle I LOVED cook texture We also get pistachio dessert unexpectedly amazing I sure expect almost like thick pudding pistachio bottom moist cake top I think might fav dish night,Italian,,Italian Had great meal friend I think would great date spot chair super comfy lighting perfect date felt intimate My one complaint table next u group take photo night flash SO loud certainly fault restaurant make think could good group dinner spot well We charcuterie board meat I imagine meat would nice friend vegetarian Also get pesto pasta nice thick noodle I LOVED cook texture We also get pistachio dessert unexpectedly amazing I sure expect almost like thick pudding pistachio bottom moist cake top I think might fav dish night 
DunHuang Miss Noodles,1,low,https://www.yelp.com/biz/dunhuang-miss-noodles-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Chinese,cOtB9fWWLrbaBebZDjJquQ,85,95,"The food has consistently been really good. I usually order delivery. My favs are the oil spill noodle, eggplant salad, shu mai, pan fried noodles, cold noodle. I haven't been here to dine but i've been to their other locations where the service has been fast and polite!",The food consistently really good I usually order delivery My favs oil spill noodle eggplant salad shu mai pan fry noodle cold noodle I dine location service fast polite,Chinese,delivery pickup,Chinese The food consistently really good I usually order delivery My favs oil spill noodle eggplant salad shu mai pan fry noodle cold noodle I dine location service fast polite delivery pickup
Momoya SoHo,5,low,https://www.yelp.com/biz/momoya-soho-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,restaurant_reservation, New York,Sushi Bars,dCDpb-fz6Ton9AXLoaWIhA,135,96,"Ambiance was a 10/10. The music and decor was perfect for a girls night out or a date night. Service was a 6/10. Very attentive servers, but come off as trying to rush you and would clean your plate before you were done. Honestly slightly bizarre interactions with severs. Food was a 6.75/10, sushi itself was good and fresh but nothing ground breaking. The serving sizes were small. The wine serving size was outrageous. We ordered 5 glasses of wine instead of the bottle in order to receive more wine per person. Instead we received a bottle to split between 5 people and still charged the individual glass price. Overall a fine experience but nothing phenomenal.",Ambiance The music decor perfect girl night date night Service Very attentive server come try rush would clean plate Honestly slightly bizarre interaction severs Food sushi good fresh nothing ground breaking The serve size small The wine serve size outrageous We order glass wine instead bottle order receive wine per person Instead receive bottle split people still charge individual glass price Overall fine experience nothing phenomenal,Sushi Bars,,Sushi Bars Ambiance The music decor perfect girl night date night Service Very attentive server come try rush would clean plate Honestly slightly bizarre interaction severs Food sushi good fresh nothing ground breaking The serve size small The wine serve size outrageous We order glass wine instead bottle order receive wine per person Instead receive bottle split people still charge individual glass price Overall fine experience nothing phenomenal 
Glin Thai Bistro,5,low,https://www.yelp.com/biz/glin-thai-bistro-brooklyn-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Thai,8SbvBebzRYaZuyxF-GEIDQ,59,97,"Absolutely delicious!!! The best Thai food in Brooklyn! The drinks were exquisite and tasty. The food was even better. It was fresh, bold, and flavorful.",Absolutely delicious The best Thai food Brooklyn The drink exquisite tasty The food even better It fresh bold flavorful,Thai,delivery pickup,Thai Absolutely delicious The best Thai food Brooklyn The drink exquisite tasty The food even better It fresh bold flavorful delivery pickup
Banter,4,low,https://www.yelp.com/biz/banter-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Breakfast & Brunch,Zc7Jbuwe3XO-EaVXIh_TYQ,640,98,"Lovely little find just north of Houston. Delicious fresh food: Banter bowl with chicken and smoked salmon toast. Service was nice and a great casual atmosphere.  Sat inside, and they have street seating. Thank you",Lovely little find north Houston Delicious fresh food Banter bowl chicken smoke salmon toast Service nice great casual atmosphere Sat inside street seating Thank,Breakfast Brunch,pickup delivery,Breakfast Brunch Lovely little find north Houston Delicious fresh food Banter bowl chicken smoke salmon toast Service nice great casual atmosphere Sat inside street seating Thank pickup delivery
Dumpling N' Dips,3,popular-eats,https://www.yelp.com/biz/dumpling-n-dips-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Dim Sum,qvX5If0CwM1RGzP3ie4SKA,123,99,My First time to try Dumplings in Thai taste with 4 kinds of dipping sauce  food is so good and reasonable price . Nice decoration good to try when you visit this area . good food and good service staff is very nice and friendly. Must try !!,My First time try Dumplings Thai taste kind dip sauce food good reasonable price Nice decoration good try visit area good food good service staff nice friendly Must try,Dim Sum,delivery pickup,Dim Sum My First time try Dumplings Thai taste kind dip sauce food good reasonable price Nice decoration good try visit area good food good service staff nice friendly Must try delivery pickup
Taiwan Pork Chop House,5,popular-eats,https://www.yelp.com/biz/taiwan-pork-chop-house-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,delivery, New York,Taiwanese,kNOr6_g6QfBHdhf89j3g5w,603,100,Amazingl!!! I can eat all day. My favorite spot in Chinatown. But just a heads up the the rice has a beef sauce on top of it. Very good but not for my friend who doesn't eat red meat,Amazingl I eat day My favorite spot Chinatown But head rice beef sauce top Very good friend eat red meat,Taiwanese,delivery,Taiwanese Amazingl I eat day My favorite spot Chinatown But head rice beef sauce top Very good friend eat red meat delivery
Diner,5,low,https://www.yelp.com/biz/diner-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,delivery, Brooklyn,Diners,l2u-IHL-rNz0uvn6-UC-Rw,786,101,Amazing team! Amazing foods! Amazing ambience! Me and my partner had a great time. Thanks for everything!,Amazing team Amazing food Amazing ambience Me partner great time Thanks everything,Diners,delivery,Diners Amazing team Amazing food Amazing ambience Me partner great time Thanks everything delivery
Soco,1,low,https://www.yelp.com/biz/soco-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Cajun/Creole,oOsJn3leUnWDfErRWMf81g,2336,102,"Dinner was definitely better. The first time I came to Soco was 4 years ago and I didn't leave a good comment lol. I came with a group of 6 the bill was crazy but the food was delicious, the drink was also good. The service was good the waiter was super nice, her tip was huge over $100 and that was automatically taken out. Soco was cool the vibe was good. Everyone enjoyed their food no complaints.",Dinner definitely better The first time I come Soco year ago I leave good comment lol I come group bill crazy food delicious drink also good The service good waiter super nice tip huge automatically take Soco cool vibe good Everyone enjoy food complaint,,delivery pickup, Dinner definitely better The first time I come Soco year ago I leave good comment lol I come group bill crazy food delicious drink also good The service good waiter super nice tip huge automatically take Soco cool vibe good Everyone enjoy food complaint delivery pickup
Izakaya Juraku,3,mid-range,https://www.yelp.com/biz/izakaya-juraku-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Bars,RYKGs45OjF-vlb2Ds2Jb_g,191,103,"Food was good! Especially the karage fries and yakiniku!! We got 2 orders once the first was finished. A group of 9 surprising the birthday boy in the corner of the restaurant made it a good place to hide. As the tables were bar designed with high tops and slim space for free leg/arm room, we made the birthday boy limbo to his middle table seating arrangement. Great atmosphere with drinks / entree and apps. The japanese spaghetti about $22 was delicious, just wish it was a tad bit more creamier/saucier( add a protein, it's  only noodles). Chicken katsu with rice and curry was thick and filling. Ramen bowls looked great and not dense with oil. By the end of our meal, surprisingly they gave us matcha alcoholic shots, that's not on the menu. Not bad. Instead of the normal hot burn down your throat, it was brain freeze cold  lol",Food good Especially karage fry yakiniku We get order first finish A group surprise birthday boy corner restaurant make good place hide As table bar design high top slim space free room make birthday boy limbo middle table seat arrangement Great atmosphere drink entree apps The japanese spaghetti delicious wish tad bit add protein noodle Chicken katsu rice curry thick fill Ramen bowl look great dense oil By end meal surprisingly give u matcha alcoholic shot menu Not bad Instead normal hot burn throat brain freeze cold lol,Bars,delivery pickup,Bars Food good Especially karage fry yakiniku We get order first finish A group surprise birthday boy corner restaurant make good place hide As table bar design high top slim space free room make birthday boy limbo middle table seat arrangement Great atmosphere drink entree apps The japanese spaghetti delicious wish tad bit add protein noodle Chicken katsu rice curry thick fill Ramen bowl look great dense oil By end meal surprisingly give u matcha alcoholic shot menu Not bad Instead normal hot burn throat brain freeze cold lol delivery pickup
LĒNA,5,low,https://www.yelp.com/biz/l%C4%93na-new-york-8?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,French,flcy6dNr4s12PTv6VtBK9Q,216,104,Came here for dinner Friday night. Cute place with interesting painting on the wall. The escargot and tuna was good. Our entree of the beef and the surf and turf was not enough for two people. Me and my friend ordered more. The staff was super friendly. So we ordered another appetizer and entree. The octopus and shrimp entree with the foie gras appetizer. We still think the appetizers were the best part of the dinner. The entrees were disappointing. The lava cake dessert was more like a chocolate bread with tiny bit of chocolate inside. The music was a bit loud and it felt like we were in a club. Hard to hear each other. The surf and turf the scallops were warm but the pork belly on it was cold. The size of the octopus in the entree was tiny compare to the salad. Would come back for the appetizers but not the entrees.,Came dinner Friday night Cute place interesting painting wall The escargot tuna good Our entree beef surf turf enough two people Me friend order The staff super friendly So order another appetizer entree The octopus shrimp entree foie gras appetizer We still think appetizer best part dinner The entree disappoint The lava cake dessert like chocolate bread tiny bit chocolate inside The music bit loud felt like club Hard hear The surf turf scallop warm pork belly cold The size octopus entree tiny compare salad Would come back appetizer entree,French,delivery pickup,French Came dinner Friday night Cute place interesting painting wall The escargot tuna good Our entree beef surf turf enough two people Me friend order The staff super friendly So order another appetizer entree The octopus shrimp entree foie gras appetizer We still think appetizer best part dinner The entree disappoint The lava cake dessert like chocolate bread tiny bit chocolate inside The music bit loud felt like club Hard hear The surf turf scallop warm pork belly cold The size octopus entree tiny compare salad Would come back appetizer entree delivery pickup
The Greek,5,mid-range,https://www.yelp.com/biz/the-greek-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Greek,6gDUVNZo0E9lxO2DkAhHOQ,524,105,"Truly a hidden gem! Not one to venture down to tribeca for dinner but would definitely go back for The Greek. They did everything right - service was top tier, drinks were great and food was even better. Everything came out in a timely manner and was so delicious. The table split dips and I can confirm we all had to fight for the last bite. Each dip so unique and packed with flavor we were left wanting more. For my main, I got the Santorini salad with grilled chicken and this is what hit home for me. I've never had such a well balanced, salad with chicken this good. The others got the octopus entree and Greek salads. All of us were extremely satisfied. Not to mention it's not overly priced for the quality of food you're getting and the ambiance. You have to go here if you haven't been already.",Truly hidden gem Not one venture tribeca dinner would definitely go back The Greek They everything right service top tier drink great food even better Everything come timely manner delicious The table split dip I confirm fight last bite Each dip unique pack flavor leave want For main I get Santorini salad grilled chicken hit home I never well balance salad chicken good The others get octopus entree Greek salad All u extremely satisfy Not mention overly price quality food get ambiance You go already,Greek,delivery pickup,Greek Truly hidden gem Not one venture tribeca dinner would definitely go back The Greek They everything right service top tier drink great food even better Everything come timely manner delicious The table split dip I confirm fight last bite Each dip unique pack flavor leave want For main I get Santorini salad grilled chicken hit home I never well balance salad chicken good The others get octopus entree Greek salad All u extremely satisfy Not mention overly price quality food get ambiance You go already delivery pickup
