name,rating,price,URL,transactions,location,cuisine,id,review counts,num_id,comments,processed_comments,processed_cuisine,processed_transactions,bogs
Da Andrea,4,low,https://www.yelp.com/biz/da-andrea-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup, restaurant_reservation", New York,Italian,hdiuRS9sVZSMReZm4oV5SA,1851,0,"This small and crowded place seems to be a neighborhood favorite. Service is terrific and courteous, wine is drinkable...BUT the pasta we ordered came with a heavy-handed tomato sauce (we had the spaghetti Bolognese and over-cooked artichoke ravioli) and the mixed salad was no big deal. Prices are reasonable so you won't invest too much if you need a bite after seeing a movie at the Quad across the street or hearing music at the New School a few doors away. My friend and I aren't tempted to return.",This small crowded place seem neighborhood favorite Service terrific courteous wine drinkable BUT pasta order come tomato sauce spaghetti Bolognese artichoke ravioli mixed salad big deal Prices reasonable wo invest much need bite see movie Quad across street hearing music New School door away My friend I tempt return,Italian,delivery pickup,Italian This small crowded place seem neighborhood favorite Service terrific courteous wine drinkable BUT pasta order come tomato sauce spaghetti Bolognese artichoke ravioli mixed salad big deal Prices reasonable wo invest much need bite see movie Quad across street hearing music New School door away My friend I tempt return delivery pickup
LoveMama,5,low,https://www.yelp.com/biz/lovemama-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup, restaurant_reservation", New York,Thai,jjJc_CrkB2HodEinB6cWww,6377,1,"Absolutely LOVED LoveMama!! As a college student in nyc, it can be hard to come by reasonably priced yet delish authentic cuisine. But LoveMama really checked all the boxes for me! The food was just amazing and the portion sizes were perfect. Not to mention the service was outstanding. Everyone there is super friendly and kind. We also got our food so fast. I would give it 10 stars if I could!! Had such an amazing experience there and I'm already looking forward to the next time!",Absolutely LOVED LoveMama As college student nyc hard come reasonably price yet delish authentic cuisine But LoveMama really check box The food amazing portion size perfect Not mention service outstanding Everyone super friendly kind We also get food fast I would give star I could Had amazing experience I already look forward next time,Thai,delivery pickup,Thai Absolutely LOVED LoveMama As college student nyc hard come reasonably price yet delish authentic cuisine But LoveMama really check box The food amazing portion size perfect Not mention service outstanding Everyone super friendly kind We also get food fast I would give star I could Had amazing experience I already look forward next time delivery pickup
Ye's Apothecary,5,mid-range,https://www.yelp.com/biz/yes-apothecary-new-york-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Szechuan,8YWLuLUKj0t_0_Xv06UUtw,212,2,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!",Good food good service good vibe Drinks Chinese twist Highly recommend,Szechuan,,Szechuan Good food good service good vibe Drinks Chinese twist Highly recommend 
Joe's Shanghai,4,low,https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Shanghainese,0CjK3esfpFcxIopebzjFxA,7098,3,"Casual, soup dumpling shop in Chinatown. No reservations, we came on a Friday evening for 2 people, were sat within 10 minutes. The pork soup dumplings were delicious, a bit large but tasty. Also ordered the scallion pancakes which I would not recommend, a bit overdone and too crispy. Would recc for good food and casual vibes",Casual soup dumpling shop Chinatown No reservation come Friday evening people sit within minute The pork soup dumpling delicious bit large tasty Also order scallion pancakes I would recommend bit overdone crispy Would recc good food casual vibe,Shanghainese,delivery pickup,Shanghainese Casual soup dumpling shop Chinatown No reservation come Friday evening people sit within minute The pork soup dumpling delicious bit large tasty Also order scallion pancakes I would recommend bit overdone crispy Would recc good food casual vibe delivery pickup
Antidote,4,low,https://www.yelp.com/biz/antidote-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Cocktail Bars,4DInnPhOyvXFbYpUdO0SMQ,325,4,Excellent service & food! The drinks were so beautiful and unique as well.  The duck fried rice and cucumber salad are delicious! Will be returning :),Excellent service food The drink beautiful unique well The duck fry rice cucumber salad delicious Will return,Cocktail Bars,delivery pickup,Cocktail Bars Excellent service food The drink beautiful unique well The duck fry rice cucumber salad delicious Will return delivery pickup
Raku,4,low,https://www.yelp.com/biz/raku-new-york-7?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Japanese,FlZ1zdVEKWv7dwqm8Uw8-w,1497,5,"Delicious food, there are heaters for the outside seating area so you stay warm, service was good, small wait time, which was appropriate considering it was a sit down place, certainly worth it!",Delicious food heater outside seating area stay warm service good small wait time appropriate consider sit place certainly worth,Japanese,delivery pickup,Japanese Delicious food heater outside seating area stay warm service good small wait time appropriate consider sit place certainly worth delivery pickup
Time Out Market New York,4,low,https://www.yelp.com/biz/time-out-market-new-york-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,Food Court,MGd6HFEq1ALD58XWNviSXw,464,6,Amazing food and so many choices. Time out is such a cool concept. Order and pay for food and wait with your buzzer to go and collect great food from a selection of NYC restaurants. My only criticism is that seating was pretty scarce.,Amazing food many choice Time cool concept Order pay food wait buzzer go collect great food selection NYC restaurant My criticism seat pretty scarce,Food Court,,Food Court Amazing food many choice Time cool concept Order pay food wait buzzer go collect great food selection NYC restaurant My criticism seat pretty scarce 
Benemon,5,low,https://www.yelp.com/biz/benemon-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Japanese,axqp3pGJXnTLgq2QrPyDyQ,699,7,"They say they specialize in eel, and they are not lying - food is amazing. I've been here a few times and would definitely recommend it to any eel lovers. The vibe is also very trendy, casual, and peaceful!",They say specialize eel lie food amazing I time would definitely recommend eel lover The vibe also trendy casual peaceful,Japanese,delivery pickup,Japanese They say specialize eel lie food amazing I time would definitely recommend eel lover The vibe also trendy casual peaceful delivery pickup
The Cabin NYC,5,low,https://www.yelp.com/biz/the-cabin-nyc-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, restaurant_reservation, delivery", New York,American (New),J3NT61-AH5d5Gu5tFJhYSw,541,8,"Had an amazing dinner here and so happy they have so many gluten free options!  There were four of us and we shared all the appetizers and then got two entrees to try. I really liked the burrata, truffle fries, chilli, salmon and the s'mores dessert was delicious!  Super friendly service and dishes came out reasonable time, I will be back!",Had amazing dinner happy many gluten free option There four u share appetizer get two entree try I really like burrata truffle fry chilli salmon dessert delicious Super friendly service dish come reasonable time I back,American New,pickup delivery,American New Had amazing dinner happy many gluten free option There four u share appetizer get two entree try I really like burrata truffle fry chilli salmon dessert delicious Super friendly service dish come reasonable time I back pickup delivery
ARIARI,5,low,https://www.yelp.com/biz/ariari-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Korean,nMyot99PkX5iYCdxHoRJqQ,88,9,"THIS PLACE IS AMAZING. Great service, kind staff, amazing food. The drinks are delicious as well as the  dishes. 10/10 recommend. You MUST try the corn crème brûlée!",THIS PLACE IS AMAZING Great service kind staff amaze food The drink delicious well dish recommend You MUST try corn crème brûlée,Korean,,Korean THIS PLACE IS AMAZING Great service kind staff amaze food The drink delicious well dish recommend You MUST try corn crème brûlée 
Crab House All You Can Eat Seafood,5,pricey-dining,https://www.yelp.com/biz/crab-house-all-you-can-eat-seafood-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Buffets,YvWQMlMjtYmVmheH97tTlQ,743,10,By far the best seafood place I have been to ever. And the fact that it's all you can eat makes it even better staff was pleasant and very attentive. My new favorite restaurant,By far best seafood place I ever And fact eat make even better staff pleasant attentive My new favorite restaurant,Buffets,delivery pickup,Buffets By far best seafood place I ever And fact eat make even better staff pleasant attentive My new favorite restaurant delivery pickup
Wah Fung No 1,5,popular-eats,https://www.yelp.com/biz/wah-fung-no-1-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,delivery, New York,Fast Food,X8ZS-dgiMIJvhwf9SaDnjw,1993,11,This restaurant will never fail you! Their quality and taste are always the best!!! I hope one day there will be a medium size -- I think that portion would be PERFECT,This restaurant never fail Their quality taste always best I hope one day medium size I think portion would PERFECT,Fast Food,delivery,Fast Food This restaurant never fail Their quality taste always best I hope one day medium size I think portion would PERFECT delivery
Bad Roman,3,low,https://www.yelp.com/biz/bad-roman-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,American (New),5F9kZPnAleDYqCeCyvGJPA,59,12,"Walked in on a Friday night, put name down around 9:30pm and was texted for an available table about 15-30min after. It was still very good vibes at this hour! The food was great (ragu papardelle was phenomenal, lemon chicken was tender). The honey ricotta appetizer was sooo good (ask for extra honey) and the lemon cheesecake to finish was perfect. It was not too sweet and was the right balance to end the savory meal. Will say only the espresso martini was quite mid. It is on the third floor of Columbus circle, and take the elevator on the side of the first floor to avoid having to switch escalators every floor. Highly recommend!",Walked Friday night put name around texted available table It still good vibe hour The food great ragu papardelle phenomenal lemon chicken tender The honey ricotta appetizer sooo good ask extra honey lemon cheesecake finish perfect It sweet right balance end savory meal Will say espresso martini quite mid It third floor Columbus circle take elevator side first floor avoid switch escalator every floor Highly recommend,American New,,American New Walked Friday night put name around texted available table It still good vibe hour The food great ragu papardelle phenomenal lemon chicken tender The honey ricotta appetizer sooo good ask extra honey lemon cheesecake finish perfect It sweet right balance end savory meal Will say espresso martini quite mid It third floor Columbus circle take elevator side first floor avoid switch escalator every floor Highly recommend 
Ichibantei,1,low,https://www.yelp.com/biz/ichibantei-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Japanese,kesYSgOJW5krU6L8n9qQ4Q,283,13,I ordered today from door dash expecting it to be really juicy and tender and the portion I got was mostly the fatty pieces. I asked for medium rare and I got it more on the medium well side. I could've definitely gotten a better steak somewhere else for $38 and the wait to receive the food took a really long time too. Waste of my money.,I order today door dash expect really juicy tender portion I get mostly fatty piece I ask medium rare I get medium well side I could definitely get better steak somewhere else wait receive food take really long time Waste money,Japanese,delivery pickup,Japanese I order today door dash expect really juicy tender portion I get mostly fatty piece I ask medium rare I get medium well side I could definitely get better steak somewhere else wait receive food take really long time Waste money delivery pickup
Bolivian Llama Party,5,low,https://www.yelp.com/biz/bolivian-llama-party-sunnyside?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Sunnyside,Latin American,aGzAT0zHj7zmlj0rJO8Jkw,166,14,"I had high expectations for this place given all the good reviews and they did not disappoint! When I first bit into the fried chicken, I was amazed at how moist and tender it was. Even after 30 minutes in the cold air, it stayed crunchy! It paired very well with the sauces. The slatenas very great as well and might be my new comfort food.. I wish they had seating inside, I would be here all year round!!",I high expectation place give good review disappoint When I first bit fried chicken I amaze moist tender Even minute cold air stay crunchy It pair well sauce The slatenas great well might new comfort food I wish seat inside I would year round,Latin American,delivery pickup,Latin American I high expectation place give good review disappoint When I first bit fried chicken I amaze moist tender Even minute cold air stay crunchy It pair well sauce The slatenas great well might new comfort food I wish seat inside I would year round delivery pickup
Munchiez by Mei Lai Wah,2,popular-eats,https://www.yelp.com/biz/munchiez-by-mei-lai-wah-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Dim Sum,iiP46Z-A_ClynkS_qFQKEQ,93,15,"It's alright, I was excited to have pineapple pork bun that I love from Chinatown and skewers that are cooked on a charcoal grill (that's what I saw from Instagram), but unfortunately they use a butane gas now because the neighbors complained about smoke and pork bun was not what I expected. It's still crunchy on top, but Chinatown ones are more juicier and just better.. The store can be really smoky when they cook and we had to wait outside until skewers are ready. Not sure how they used to use charcoal grill inside.. with that ventilation system.",It alright I excite pineapple pork bun I love Chinatown skewer cook charcoal grill I saw Instagram unfortunately use butane gas neighbor complain smoke pork bun I expect It still crunchy top Chinatown one juicier better The store really smoky cook wait outside skewer ready Not sure use use charcoal grill inside ventilation system,Dim Sum,delivery pickup,Dim Sum It alright I excite pineapple pork bun I love Chinatown skewer cook charcoal grill I saw Instagram unfortunately use butane gas neighbor complain smoke pork bun I expect It still crunchy top Chinatown one juicier better The store really smoky cook wait outside skewer ready Not sure use use charcoal grill inside ventilation system delivery pickup
Salma,4,low,https://www.yelp.com/biz/salma-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Lebanese,IA3EQ0Ilx0yI7dNYnq-YGQ,151,16,"Wow. One of the best meals I've had in the city in a while. The family platter for 4 was more than enough food for a group of 5. The proteins (chicken, beef, lamb chops) were so flavorful and juicy. The veggies and the salads were also very fresh. There is a bit of a wait here despite having a reservation. But, it was worth the wait!",Wow One best meal I city The family platter enough food group The protein chicken beef lamb chop flavorful juicy The veggie salad also fresh There bit wait despite reservation But worth wait,Lebanese,delivery pickup,Lebanese Wow One best meal I city The family platter enough food group The protein chicken beef lamb chop flavorful juicy The veggie salad also fresh There bit wait despite reservation But worth wait delivery pickup
Kalye,3,low,https://www.yelp.com/biz/kalye-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Filipino,hLXe3RVRK39VUSPdvBjFEA,17,17,Place is neat! friendly staff. They offer brunch Saturday and sundays! A must try Pork Skewers and their new item Pork sisig!,Place neat friendly staff They offer brunch Saturday sundays A must try Pork Skewers new item Pork sisig,Filipino,delivery pickup,Filipino Place neat friendly staff They offer brunch Saturday sundays A must try Pork Skewers new item Pork sisig delivery pickup
Aurora,4,low,https://www.yelp.com/biz/aurora-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Italian,a4WZUTKn90dOkeY38JHNjQ,799,18,Absolutely love going here. The ambiance is so romantic; whether is be on a date or with friends. Service is always catering you and makes sure you're being taken care of. And the FOOD is so tasty and changes often so I like that when I come back every now and then that there's always something new,Absolutely love go The ambiance romantic whether date friend Service always cater make sure take care And FOOD tasty change often I like I come back every always something new,Italian,delivery pickup,Italian Absolutely love go The ambiance romantic whether date friend Service always cater make sure take care And FOOD tasty change often I like I come back every always something new delivery pickup
Tasty Hand-Pulled Noodles,4,low,https://www.yelp.com/biz/tasty-hand-pulled-noodles-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Chinese,97q5nUQTuBo_h00XCxna2A,1821,19,OK noodles. No different than noodles that you would get from any urban city. Outdoor seating was a plus.,OK noodle No different noodle would get urban city Outdoor seating plus,Chinese,delivery pickup,Chinese OK noodle No different noodle would get urban city Outdoor seating plus delivery pickup
Wenwen,5,low,https://www.yelp.com/biz/wenwen-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,Taiwanese,vQX7y4Yoknpso033IDATqA,150,20,"4 stars for the food but two and a half or three for the ambiance. It's a crowded little place, and we were seated in the far back - an area that was likely an outdoor space previously and felt like it (we kept our coats on as it was super cold). The food came super speedily; there was no space between the apps and the entrees. The fried tofu was very tasty, as was the celltuce salad. Less successful were the 886 noodles. The flavor resembled sesame noodles and had a strong peanuty flavor and viscous texture. They were also super oily. We preferred the beef noodle soup but, overall, felt that the apps were more successful flavor-wise.",star food two half three ambiance It crowded little place seat far back area likely outdoor space previously felt like keep coat super cold The food come super speedily space apps entree The fried tofu tasty celltuce salad Less successful noodle The flavor resemble sesame noodle strong peanuty flavor viscous texture They also super oily We prefer beef noodle soup overall felt apps successful,Taiwanese,,Taiwanese star food two half three ambiance It crowded little place seat far back area likely outdoor space previously felt like keep coat super cold The food come super speedily space apps entree The fried tofu tasty celltuce salad Less successful noodle The flavor resemble sesame noodle strong peanuty flavor viscous texture They also super oily We prefer beef noodle soup overall felt apps successful 
Piccola Cucina Osteria,5,low,https://www.yelp.com/biz/piccola-cucina-osteria-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Italian,qBGKigOGn_flCx1apxPzlA,767,21,"Food and service are both great. We made reservations and we still had to wait a bit for the table. It was packed. Tight space but with good company any meal is enjoyable. We ordered some appetizers - the burrata and bruschetta were both good. We ordered some white wine for the table which was nice and fruity. For the main course we all ordered different kinds of pasta I enjoyed mine which was the langoustine fusilli, others enjoyed the sea bass in a white lemon sauce, roasted chicken with potatoes. Their lemon cheese cake was my absolute favorite dessert. It was so light and airy. Everyone also enjoyed the tiramisu and cannoli I had a bite of everything and it was fantastic.",Food service great We make reservation still wait bit table It pack Tight space good company meal enjoyable We order appetizer burrata bruschetta good We order white wine table nice fruity For main course order different kind pasta I enjoy mine langoustine fusilli others enjoy sea bass white lemon sauce roast chicken potato Their lemon cheese cake absolute favorite dessert It light airy Everyone also enjoy tiramisu cannoli I bite everything fantastic,Italian,delivery pickup,Italian Food service great We make reservation still wait bit table It pack Tight space good company meal enjoyable We order appetizer burrata bruschetta good We order white wine table nice fruity For main course order different kind pasta I enjoy mine langoustine fusilli others enjoy sea bass white lemon sauce roast chicken potato Their lemon cheese cake absolute favorite dessert It light airy Everyone also enjoy tiramisu cannoli I bite everything fantastic delivery pickup
Tin Building by Jean-Georges,4,low,https://www.yelp.com/biz/tin-building-by-jean-georges-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Grocery,G9b640a2fZs7s6Q-cWPkiQ,101,22,"File the Tin Building under it's better to have something here then nothing and I think you get the picture.  I think I visited six or seven times before I purchased anything.  I looked at the flower bar, gorgeous!  $10 per stem :(  I looked at the candy store, yum... I wanted it all but even I know I cant have just candy for lunch.  I looked at the french market upstairs and though about buying some cookies I last had in Toulouse and looked at all of their tea.  I finally found the sandwich and salad counter and tried the Mozzarella Rapini sandwich for lunch.  The ingredients are good quality and there is a bit of a kick to the sandwich that I enjoy.  The portion size could be a little large for $13 including tax.",File Tin Building better something nothing I think get picture I think I visit six seven time I purchase anything I look flower bar gorgeous per stem I look candy store yum I want even I know I cant candy lunch I look french market upstairs though buy cooky I last Toulouse look tea I finally find sandwich salad counter try Mozzarella Rapini sandwich lunch The ingredient good quality bit kick sandwich I enjoy The portion size could little large include tax,Grocery,delivery pickup,Grocery File Tin Building better something nothing I think get picture I think I visit six seven time I purchase anything I look flower bar gorgeous per stem I look candy store yum I want even I know I cant candy lunch I look french market upstairs though buy cooky I last Toulouse look tea I finally find sandwich salad counter try Mozzarella Rapini sandwich lunch The ingredient good quality bit kick sandwich I enjoy The portion size could little large include tax delivery pickup
Jack's Wife Freda,5,low,https://www.yelp.com/biz/jacks-wife-freda-new-york-5?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Mediterranean,fuSjpC1qw3fLih5SYUoOvg,45,23,"Was excited to take my wife to this restaurant, but turns out it was nothing special. Eggs were sub par, same with the coffee. Meh.",Was excite take wife restaurant turn nothing special Eggs sub par coffee Meh,Mediterranean,,Mediterranean Was excite take wife restaurant turn nothing special Eggs sub par coffee Meh 
Aoi Kitchen,4,low,https://www.yelp.com/biz/aoi-kitchen-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Izakaya,lEH8EUPX3Zn_trHauIycYw,216,24,"My wife and I were in the area and came in her on a whim.  Aoi Kitchen turned out to be a winner.  The intimate atmosphere and decor were wonderful, the service was attentive and the food was delicious with huge portion sizes.  I had the kimchee nabe and my wife had a Japanese curry.  Both were winners that we felt were great value for the money and that left us almost stuffed.",My wife I area come whim Aoi Kitchen turn winner The intimate atmosphere decor wonderful service attentive food delicious huge portion size I kimchee nabe wife Japanese curry Both winner felt great value money leave u almost stuff,Izakaya,delivery pickup,Izakaya My wife I area come whim Aoi Kitchen turn winner The intimate atmosphere decor wonderful service attentive food delicious huge portion size I kimchee nabe wife Japanese curry Both winner felt great value money leave u almost stuff delivery pickup
Sanmiwago,5,popular-eats,https://www.yelp.com/biz/sanmiwago-new-york-5?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Bubble Tea,j1Dh7TaT9enatjzd3bO6iQ,15,25,The service was good. Very friendly. Small location with limited seating. Open late. The food was very tasty and delicious.  Will definitely come back and try their other dishes. Recommended,The service good Very friendly Small location limited seating Open late The food tasty delicious Will definitely come back try dish Recommended,Bubble Tea,,Bubble Tea The service good Very friendly Small location limited seating Open late The food tasty delicious Will definitely come back try dish Recommended 
Momofuku Ssam Bar,3,mid-range,https://www.yelp.com/biz/momofuku-ssam-bar-new-york-6?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Asian Fusion,D0EV-xXaUUi35raZ_hWg-w,111,26,"The pork belly buns were nice but they are smokey in flavor and sous vide'd so they are nice and tender.  Not a big fan of that ham flavor but this was good. The brussels sprouts were flavorful and did the trick to get a veggie fix.  Pass on the bing.  It is nothing more than naan and some kind of sweet chili jam. The meati nuggets were a tad spicy and perhaps should have been made with the sweet chili jam from the bing.  My favorite was the crispy potatoes with the notes of sour cream and crunchiness.  It was comforting and tasty.  Overall, the bites were a smorgsbord of ideas and flavors, some tasty where you want to eat the whole thing yourself and not share with your companions (e.g. potatoes), some where 1 piece was perfection (pork belly bun), some where you can't eat but 1 piece (meati nuggets) and some where the description and expectation were too different (bing) and the deconstruction dessert which was a disaster in presentation but you still ate it.  Go here for the view with a group. Picnic tables exude fun with friends but may not translate as fabulous food unfortunately.",The pork belly bun nice smokey flavor sou vide nice tender Not big fan ham flavor good The brussels sprout flavorful trick get veggie fix Pass bing It nothing naan kind sweet chili jam The meati nugget tad spicy perhaps make sweet chili jam bing My favorite crispy potato note sour cream crunchiness It comfort tasty Overall bite smorgsbord idea flavor tasty want eat whole thing share companion potato piece perfection pork belly bun ca eat piece meati nugget description expectation different bing deconstruction dessert disaster presentation still eat Go view group Picnic table exude fun friend may translate fabulous food unfortunately,Asian Fusion,,Asian Fusion The pork belly bun nice smokey flavor sou vide nice tender Not big fan ham flavor good The brussels sprout flavorful trick get veggie fix Pass bing It nothing naan kind sweet chili jam The meati nugget tad spicy perhaps make sweet chili jam bing My favorite crispy potato note sour cream crunchiness It comfort tasty Overall bite smorgsbord idea flavor tasty want eat whole thing share companion potato piece perfection pork belly bun ca eat piece meati nugget description expectation different bing deconstruction dessert disaster presentation still eat Go view group Picnic table exude fun friend may translate fabulous food unfortunately 
Mắm,4,low,https://www.yelp.com/biz/m%E1%BA%AFm-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Vietnamese,Bn25orKr4DP_Onk3iS-QZw,25,27,"From selling bún đậu and other dishes at popup events to opening their own place, Mắm has come a long way. And I cannot be happier that now I can go get bún đậu any weekend I want. They still have the best fried tofu, and the blood sausage (dồi) is a lot better than before. They recently add some appetizer dishes and my favorite is the chả chem chép.o",From sell bún đậu dish popup event open place Mắm come long way And I happier I go get bún đậu weekend I want They still best fried tofu blood sausage dồi lot better They recently add appetizer dish favorite chả chem,Vietnamese,,Vietnamese From sell bún đậu dish popup event open place Mắm come long way And I happier I go get bún đậu weekend I want They still best fried tofu blood sausage dồi lot better They recently add appetizer dish favorite chả chem 
Frangos Peri Peri,3,low,https://www.yelp.com/biz/frangos-peri-peri-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Portuguese,Z6ucILdV-BUJ4pJWSfINzQ,112,28,"The service was excellent. Both the owner and our server were extremely attentive, explained everything and from the time of order until we got our food, it was a breeze. We ordered a family style meal with spicy rice that complimentwd the chicken very well. The fries were absolutely delicious and we ordered a second serving. The chicken (both regular and wings) were perfectly cooked and moist. It was extremely flavorful. We tried the extra hot, which was too hot for me, but others in our party with higher heat tolerance loved them. My favorite was the Hot. It was tangy and had the perfect amount of heat that gave it a kick, but wouldn't kick your ass. The mango and lime was interesting and probably our least favorite, but it was still good. The mango flavor was bolder, but it was worth a try. The garlic and herb was also a huge hit for the non-spicy eaters.",The service excellent Both owner server extremely attentive explain everything time order get food breeze We order family style meal spicy rice complimentwd chicken well The fry absolutely delicious order second serving The chicken regular wing perfectly cook moist It extremely flavorful We try extra hot hot others party higher heat tolerance love My favorite Hot It tangy perfect amount heat give kick would kick The mango lime interesting probably least favorite still good The mango flavor bolder worth try The garlic herb also huge hit eater,Portuguese,delivery pickup,Portuguese The service excellent Both owner server extremely attentive explain everything time order get food breeze We order family style meal spicy rice complimentwd chicken well The fry absolutely delicious order second serving The chicken regular wing perfectly cook moist It extremely flavorful We try extra hot hot others party higher heat tolerance love My favorite Hot It tangy perfect amount heat give kick would kick The mango lime interesting probably least favorite still good The mango flavor bolder worth try The garlic herb also huge hit eater delivery pickup
